iter	MAE
693	2365.141135
694	2364.356318
695	2363.535957
696	2362.754641
697	2362.000001
698	2361.190709
699	2360.391345
700	2359.641514
701	2358.841975
702	2358.052037
703	2357.277624
704	2356.501121
705	2355.731465
706	2354.958745
707	2354.186817
708	2353.420041
709	2352.652954
710	2351.797139
711	2350.935023
712	2350.180434
713	2349.421715
714	2348.657985
715	2347.85391
716	2347.070127
717	2346.321627
718	2345.540232
719	2344.811802
720	2344.079599
721	2343.333044
722	2342.594928
723	2341.842098
724	2341.099461
725	2340.309712
726	2339.575211
727	2338.857269
728	2338.119359
729	2337.356602
730	2336.658476
731	2335.941019
732	2335.217628
733	2334.444296
734	2333.730412
735	2333.011066
736	2332.227169
737	2331.514556
738	2330.79765
739	2330.077306
740	2329.352201
741	2328.603643
742	2327.911512
743	2327.186047
744	2326.460164
745	2325.680502
746	2324.975057
747	2324.231727
748	2323.535097
749	2322.834227
750	2322.074579
751	2321.369988
752	2320.611509
753	2319.92541
754	2319.193681
755	2318.461347
756	2317.758108
757	2317.085335
758	2316.395091
759	2315.706002
760	2315.029072
761	2314.351581
762	2313.678146
763	2312.938434
764	2312.266581
765	2311.572474
766	2310.89442
767	2310.236739
768	2309.568623
769	2308.823686
770	2308.154048
771	2307.484161
772	2306.824263
773	2306.168789
774	2305.509501
775	2304.854591
776	2304.193921
777	2303.540197
778	2302.88846
779	2302.239212
780	2301.550764
781	2300.898396
782	2300.256332
783	2299.614026
784	2298.967932
785	2298.335624
786	2297.672741
787	2297.046872
788	2296.412393
789	2295.783012
790	2295.149737
791	2294.510716
792	2293.88337
793	2293.258007
794	2292.567545
795	2291.923886
796	2291.296929
797	2290.680328
798	2290.058536
799	2289.454103
800	2288.841839
801	2288.234455
802	2287.602825
803	2286.995631
804	2286.392112
805	2285.789185
806	2285.070687
807	2284.4739
808	2283.880921
809	2283.235523
810	2282.606306
811	2281.996592
812	2281.396595
813	2280.763718
814	2280.174232
815	2279.585117
816	2278.951265
817	2278.336737
818	2277.751017
819	2277.166222
820	2276.577641
821	2276.010712
822	2275.426595
823	2274.848207
824	2274.2677
825	2273.707242
826	2273.096433
827	2272.479094
828	2271.890471
829	2271.321904
830	2270.733373
831	2270.148129
832	2269.549989
833	2268.98972
834	2268.426372
835	2267.850524
836	2267.264803
837	2266.709103
838	2266.15917
839	2265.596427
840	2264.976042
841	2264.363643
842	2263.785235
843	2263.185436
844	2262.602532
845	2262.055544
846	2261.495824
847	2260.943514
848	2260.394189
849	2259.820859
850	2259.281061
851	2258.73121
852	2258.183993
853	2257.596337
854	2257.021482
855	2256.381718
856	2255.721755
857	2255.184501
858	2254.545446
859	2253.999307
860	2253.471074
861	2252.940169
862	2252.41558
863	2251.845114
864	2251.321043
865	2250.799878
866	2250.275151
867	2249.748148
868	2249.202966
869	2248.62709
870	2248.03165
871	2247.508868
872	2246.99957
873	2246.43899
874	2245.875735
875	2245.305458
876	2244.680751
877	2244.164919
878	2243.66505
879	2243.15887
880	2242.56954
881	2241.962094
882	2241.450829
883	2240.901633
884	2240.382776
885	2239.770659
886	2239.235603
887	2238.696286
888	2238.191234
889	2237.629183
890	2237.100547
891	2236.602445
892	2236.106945
893	2235.587744
894	2235.06118
895	2234.534972
896	2234.04736
897	2233.555762
898	2233.02104
899	2232.479133
900	2231.98916
901	2231.501294
902	2231.007912
903	2230.522975
904	2230.003399
905	2229.469981
906	2228.902141
907	2228.388551
908	2227.884221
909	2227.426623
910	2226.90985
911	2226.402682
912	2225.906146
913	2225.367491
914	2224.865497
915	2224.395421
916	2223.90609
917	2223.396475
918	2222.83464
919	2222.356336
920	2221.877345
921	2221.399151
922	2220.933066
923	2220.474289
924	2220.013332
925	2219.561946
926	2219.063202
927	2218.579352
928	2218.034588
929	2217.533319
930	2217.075284
931	2216.608227
932	2216.156128
933	2215.674373
934	2215.216046
935	2214.771965
936	2214.328438
937	2213.804398
938	2213.341954
939	2212.85353
940	2212.325025
941	2211.796146
942	2211.356915
943	2210.915458
944	2210.475322
945	2209.969418
946	2209.443226
947	2208.9818
948	2208.518818
949	2208.086203
950	2207.605499
951	2207.168415
952	2206.724616
953	2206.275586
954	2205.838441
955	2205.379586
956	2204.915267
957	2204.461521
958	2204.015134
959	2203.588479
960	2203.151206
961	2202.722485
962	2202.254365
963	2201.732719
964	2201.303663
965	2200.85132
966	2200.425412
967	2199.999281
968	2199.577486
969	2199.079872
970	2198.646412
971	2198.229636
972	2197.812034
973	2197.314822
974	2196.908918
975	2196.45391
976	2196.039134
977	2195.61491
978	2195.179521
979	2194.761966
980	2194.315975
981	2193.907774
982	2193.448272
983	2193.011107
984	2192.606428
985	2192.199908
986	2191.802886
987	2191.395681
988	2190.959164
989	2190.538807
990	2190.1175
991	2189.683981
992	2189.280545
993	2188.871689
994	2188.455028
995	2188.065337
996	2187.663658
997	2187.270164
998	2186.798823
999	2186.387353
1000	2185.943215
1001	2185.551449
1002	2185.158679
1003	2184.741704
1004	2184.350994
1005	2183.941507
1006	2183.551648
1007	2183.07136
1008	2182.683853
1009	2182.30165
1010	2181.849424
1011	2181.450065
1012	2181.023893
1013	2180.589978
1014	2180.182129
1015	2179.713877
1016	2179.326602
1017	2178.922085
1018	2178.51421
1019	2178.054552
1020	2177.679059
1021	2177.298982
1022	2176.925187
1023	2176.532643
1024	2176.118847
1025	2175.702937
1026	2175.328172
1027	2174.963486
1028	2174.594511
1029	2174.219274
1030	2173.848215
1031	2173.405758
1032	2173.027706
1033	2172.616784
1034	2172.213895
1035	2171.807261
1036	2171.408322
1037	2170.967788
1038	2170.603103
1039	2170.242956
1040	2169.880927
1041	2169.515746
1042	2169.145423
1043	2168.78418
1044	2168.400811
1045	2168.038079
1046	2167.654245
1047	2167.244497
1048	2166.873537
1049	2166.518198
1050	2166.082083
1051	2165.702899
1052	2165.305106
1053	2164.94635
1054	2164.572587
1055	2164.220242
1056	2163.868262
1057	2163.487599
1058	2163.121204
1059	2162.764595
1060	2162.38131
1061	2162.028777
1062	2161.680197
1063	2161.272616
1064	2160.923043
1065	2160.507085
1066	2160.088135
1067	2159.73916
1068	2159.303036
1069	2158.88577
1070	2158.537232
1071	2158.192203
1072	2157.853214
1073	2157.520478
1074	2157.172741
1075	2156.814
1076	2156.438527
1077	2156.039926
1078	2155.666976
1079	2155.307479
1080	2154.931817
1081	2154.568112
1082	2154.206307
1083	2153.857833
1084	2153.517372
1085	2153.140555
1086	2152.774868
1087	2152.442346
1088	2152.04281
1089	2151.673426
1090	2151.343943
1091	2151.004002
1092	2150.619103
1093	2150.279297
1094	2149.956937
1095	2149.599967
1096	2149.243293
1097	2148.918782
1098	2148.589862
1099	2148.255052
1100	2147.893867
1101	2147.548832
1102	2147.203842
1103	2146.886731
1104	2146.566436
1105	2146.242658
1106	2145.924718
1107	2145.599028
1108	2145.278919
1109	2144.956578
1110	2144.633969
1111	2144.28374
1112	2143.943951
1113	2143.630184
1114	2143.295272
1115	2142.963218
1116	2142.583669
1117	2142.246664
1118	2141.933815
1119	2141.62073
1120	2141.286566
1121	2140.900998
1122	2140.592561
1123	2140.282229
1124	2139.954514
1125	2139.578236
1126	2139.2359
1127	2138.91848
1128	2138.54965
1129	2138.164375
1130	2137.827239
1131	2137.519817
1132	2137.21538
1133	2136.887927
1134	2136.583513
1135	2136.253374
1136	2135.954421
1137	2135.649041
1138	2135.360596
1139	2134.993385
1140	2134.690961
1141	2134.391946
1142	2134.090842
1143	2133.79374
1144	2133.419926
1145	2133.087544
1146	2132.790681
1147	2132.490948
1148	2132.123686
1149	2131.814495
1150	2131.509541
1151	2131.212855
1152	2130.920058
1153	2130.583858
1154	2130.250583
1155	2129.954094
1156	2129.660053
1157	2129.303188
1158	2129.005064
1159	2128.709805
1160	2128.427508
1161	2128.135346
1162	2127.840028
1163	2127.525397
1164	2127.18857
1165	2126.902192
1166	2126.583567
1167	2126.267163
1168	2125.973096
1169	2125.664232
1170	2125.348265
1171	2125.060181
1172	2124.772579
1173	2124.482398
1174	2124.211561
1175	2123.927924
1176	2123.640392
1177	2123.355581
1178	2123.025265
1179	2122.731212
1180	2122.425256
1181	2122.08306
1182	2121.776205
1183	2121.492223
1184	2121.20504
1185	2120.885385
1186	2120.568979
1187	2120.265023
1188	2119.924068
1189	2119.613808
1190	2119.274731
1191	2118.992009
1192	2118.709261
1193	2118.41866
1194	2118.134182
1195	2117.836117
1196	2117.546479
1197	2117.266723
1198	2116.984908
1199	2116.704099
1200	2116.425283
1201	2116.14643
1202	2115.874382
1203	2115.605894
1204	2115.306548
1205	2115.027211
1206	2114.747289
1207	2114.469948
1208	2114.139442
1209	2113.836819
1210	2113.51901
1211	2113.222651
1212	2112.948392
1213	2112.645121
1214	2112.379253
1215	2112.08748
1216	2111.760868
1217	2111.491585
1218	2111.224191
1219	2110.96144
1220	2110.68897
1221	2110.423939
1222	2110.153489
1223	2109.871918
1224	2109.618996
1225	2109.347402
1226	2109.075333
1227	2108.811404
1228	2108.542676
1229	2108.278192
1230	2108.021691
1231	2107.755599
1232	2107.495731
1233	2107.238176
1234	2106.981648
1235	2106.682194
1236	2106.396581
1237	2106.151384
1238	2105.874013
1239	2105.628945
1240	2105.376235
1241	2105.092892
1242	2104.796253
1243	2104.535757
1244	2104.283474
1245	2104.009992
1246	2103.757727
1247	2103.501907
1248	2103.250875
1249	2102.94784
1250	2102.710423
1251	2102.461883
1252	2102.203523
1253	2101.934529
1254	2101.677166
1255	2101.43078
1256	2101.184319
1257	2100.930999
1258	2100.658939
1259	2100.400634
1260	2100.160079
1261	2099.907593
1262	2099.670418
1263	2099.42018
1264	2099.169314
1265	2098.898649
1266	2098.649641
1267	2098.347526
1268	2098.059613
1269	2097.813932
1270	2097.571045
1271	2097.29684
1272	2097.042795
1273	2096.814985
1274	2096.573251
1275	2096.277301
1276	2096.033938
1277	2095.79027
1278	2095.553274
1279	2095.325468
1280	2095.078282
1281	2094.839553
1282	2094.583747
1283	2094.337455
1284	2094.106049
1285	2093.856178
1286	2093.613153
1287	2093.36009
1288	2093.125549
1289	2092.815513
1290	2092.570603
1291	2092.335609
1292	2092.050826
1293	2091.816271
1294	2091.57555
1295	2091.342964
1296	2091.08677
1297	2090.785058
1298	2090.515208
1299	2090.276994
1300	2090.040444
1301	2089.803673
1302	2089.567096
1303	2089.326129
1304	2089.079171
1305	2088.842683
1306	2088.59855
1307	2088.371404
1308	2088.143748
1309	2087.857388
1310	2087.633101
1311	2087.402621
1312	2087.185819
1313	2086.911503
1314	2086.679524
1315	2086.446883
1316	2086.221
1317	2085.951727
1318	2085.713854
1319	2085.44789
1320	2085.219804
1321	2084.972886
1322	2084.744841
1323	2084.51124
1324	2084.232468
1325	2083.990329
1326	2083.746312
1327	2083.519995
1328	2083.291731
1329	2083.058066
1330	2082.80725
1331	2082.586135
1332	2082.343439
1333	2082.11873
1334	2081.873048
1335	2081.649064
1336	2081.432659
1337	2081.219255
1338	2081.002195
1339	2080.744763
1340	2080.499526
1341	2080.235144
1342	2080.013981
1343	2079.750446
1344	2079.526711
1345	2079.303542
1346	2079.064762
1347	2078.855866
1348	2078.62911
1349	2078.345391
1350	2078.07894
1351	2077.857168
1352	2077.636843
1353	2077.399591
1354	2077.155639
1355	2076.922057
1356	2076.667513
1357	2076.446761
1358	2076.185961
1359	2075.950663
1360	2075.692579
1361	2075.45818
1362	2075.221698
1363	2075.017061
1364	2074.798333
1365	2074.58212
1366	2074.357954
1367	2074.147614
1368	2073.932358
1369	2073.725486
1370	2073.447572
1371	2073.19779
1372	2072.960655
1373	2072.711252
1374	2072.487532
1375	2072.255295
1376	2072.026186
1377	2071.815268
1378	2071.605062
1379	2071.39652
1380	2071.182945
1381	2070.973437
1382	2070.756505
1383	2070.489581
1384	2070.282893
1385	2070.04329
1386	2069.819234
1387	2069.613785
1388	2069.386295
1389	2069.174088
1390	2068.976922
1391	2068.772841
1392	2068.551536
1393	2068.347638
1394	2068.147613
1395	2067.949083
1396	2067.716237
1397	2067.471684
1398	2067.268859
1399	2067.057795
1400	2066.842392
1401	2066.637967
1402	2066.430697
1403	2066.186164
1404	2065.984896
1405	2065.776617
1406	2065.559542
1407	2065.369912
1408	2065.164636
1409	2064.964181
1410	2064.75797
1411	2064.556106
1412	2064.354152
1413	2064.155265
1414	2063.960571
1415	2063.773275
1416	2063.57958
1417	2063.389951
1418	2063.170139
1419	2062.944612
1420	2062.754474
1421	2062.566019
1422	2062.36919
1423	2062.166722
1424	2061.953073
1425	2061.75766
1426	2061.570099
1427	2061.37177
1428	2061.148107
1429	2060.958378
1430	2060.735451
1431	2060.538262
1432	2060.341463
1433	2060.152162
1434	2059.960139
1435	2059.767029
1436	2059.57716
1437	2059.338639
1438	2059.150024
1439	2058.900092
1440	2058.695731
1441	2058.49579
1442	2058.293005
1443	2058.105216
1444	2057.925719
1445	2057.739971
1446	2057.547876
1447	2057.348954
1448	2057.133652
1449	2056.940844
1450	2056.751503
1451	2056.564659
1452	2056.390519
1453	2056.207944
1454	2056.027355
1455	2055.836562
1456	2055.639455
1457	2055.431507
1458	2055.246749
1459	2055.061997
1460	2054.866521
1461	2054.663474
1462	2054.484848
1463	2054.2825
1464	2054.098734
1465	2053.913889
1466	2053.678397
1467	2053.493212
1468	2053.312586
1469	2053.129038
1470	2052.937675
1471	2052.750976
1472	2052.563706
1473	2052.384252
1474	2052.199862
1475	2051.963652
1476	2051.776807
1477	2051.549847
1478	2051.343048
1479	2051.171048
1480	2050.955759
1481	2050.7691
1482	2050.581329
1483	2050.389302
1484	2050.217547
1485	2049.999268
1486	2049.810079
1487	2049.622797
1488	2049.44971
1489	2049.248535
1490	2049.018318
1491	2048.833373
1492	2048.638587
1493	2048.456454
1494	2048.281996
1495	2048.11292
1496	2047.918481
1497	2047.717697
1498	2047.492055
1499	2047.317099
1500	2047.134055
1501	2046.933038
1502	2046.748385
1503	2046.54842
1504	2046.376731
1505	2046.199589
1506	2046.024286
1507	2045.85059
1508	2045.64813
1509	2045.46969
1510	2045.296374
1511	2045.127081
1512	2044.94393
1513	2044.750661
1514	2044.526345
1515	2044.343732
1516	2044.168057
1517	2043.997779
1518	2043.78524
1519	2043.615175
1520	2043.449116
1521	2043.273919
1522	2043.101775
1523	2042.926038
1524	2042.753966
1525	2042.561057
1526	2042.336145
1527	2042.15138
1528	2041.973821
1529	2041.793818
1530	2041.60594
1531	2041.419496
1532	2041.24431
1533	2041.068905
1534	2040.902224
1535	2040.702419
1536	2040.491706
1537	2040.321413
1538	2040.149881
1539	2039.983035
1540	2039.803949
1541	2039.643735
1542	2039.476422
1543	2039.307179
1544	2039.138559
1545	2038.975786
1546	2038.812447
1547	2038.622685
1548	2038.44172
1549	2038.24232
1550	2038.06801
1551	2037.908724
1552	2037.733039
1553	2037.554432
1554	2037.351282
1555	2037.145809
1556	2036.978496
1557	2036.79923
1558	2036.637681
1559	2036.484507
1560	2036.285889
1561	2036.116955
1562	2035.955011
1563	2035.797475
1564	2035.631234
1565	2035.40619
1566	2035.212245
1567	2035.046673
1568	2034.889308
1569	2034.736874
1570	2034.576316
1571	2034.409868
1572	2034.250815
1573	2034.092268
1574	2033.932347
1575	2033.777785
1576	2033.607704
1577	2033.434839
1578	2033.274868
1579	2033.095299
1580	2032.928592
1581	2032.778529
1582	2032.623227
1583	2032.458964
1584	2032.301759
1585	2032.148689
1586	2031.962002
1587	2031.765858
1588	2031.608943
1589	2031.447767
1590	2031.289433
1591	2031.131966
1592	2030.976335
1593	2030.812264
1594	2030.642278
1595	2030.488779
1596	2030.322142
1597	2030.159657
1598	2030.002301
1599	2029.82487
1600	2029.683038
1601	2029.532347
1602	2029.349956
1603	2029.16445
1604	2029.016557
1605	2028.863167
1606	2028.68065
1607	2028.525191
1608	2028.344985
1609	2028.159193
1610	2028.005107
1611	2027.839727
1612	2027.674958
1613	2027.514371
1614	2027.348978
1615	2027.191833
1616	2026.965661
1617	2026.799996
1618	2026.630869
1619	2026.468948
1620	2026.300396
1621	2026.152202
1622	2025.996854
1623	2025.837739
1624	2025.692324
1625	2025.534925
1626	2025.386309
1627	2025.219755
1628	2025.077778
1629	2024.899761
1630	2024.754171
1631	2024.604617
1632	2024.413354
1633	2024.24028
1634	2024.087943
1635	2023.930402
1636	2023.78939
1637	2023.635128
1638	2023.459143
1639	2023.311248
1640	2023.179459
1641	2023.026065
1642	2022.876631
1643	2022.73398
1644	2022.596048
1645	2022.445933
1646	2022.296216
1647	2022.151098
1648	2021.979396
1649	2021.825168
1650	2021.686001
1651	2021.535162
1652	2021.375379
1653	2021.238314
1654	2021.077757
1655	2020.919853
1656	2020.762533
1657	2020.578277
1658	2020.431576
1659	2020.270148
1660	2020.115726
1661	2019.975541
1662	2019.836092
1663	2019.687641
1664	2019.529295
