iter	MAE
257	4632.831355
258	4631.127578
259	4629.413869
260	4627.686896
261	4625.969925
262	4624.270109
263	4622.555576
264	4620.837009
265	4619.126069
266	4617.421166
267	4615.693045
268	4613.970041
269	4612.257111
270	4610.548404
271	4608.816081
272	4607.117555
273	4605.394259
274	4603.667668
275	4601.972657
276	4600.246832
277	4598.535119
278	4596.802843
279	4595.091915
280	4593.369733
281	4591.651967
282	4589.913213
283	4588.215246
284	4586.505636
285	4584.776964
286	4583.070676
287	4581.346431
288	4579.634165
289	4577.893927
290	4576.191435
291	4574.470894
292	4572.772714
293	4571.044146
294	4569.348827
295	4567.619987
296	4565.894664
297	4564.169679
298	4562.47328
299	4560.741987
300	4559.030899
301	4557.318879
302	4555.608708
303	4553.87893
304	4552.150263
305	4550.438206
306	4548.740905
307	4547.008145
308	4545.284469
309	4543.583605
310	4541.880041
311	4540.154283
312	4538.432844
313	4536.730545
314	4535.000847
315	4533.2961
316	4531.590713
317	4529.869074
318	4528.183839
319	4526.444614
320	4524.732955
321	4523.046119
322	4521.321435
323	4519.599951
324	4517.90382
325	4516.173507
326	4514.446628
327	4512.727539
328	4511.020102
329	4509.296192
330	4507.574818
331	4505.865552
332	4504.154527
333	4502.421807
334	4500.703899
335	4499.015115
336	4497.293181
337	4495.586323
338	4493.864924
339	4492.148192
340	4490.424973
341	4488.723414
342	4486.999064
343	4485.284132
344	4483.552077
345	4481.829041
346	4480.13397
347	4478.425482
348	4476.686679
349	4474.965309
350	4473.262881
351	4471.549447
352	4469.820665
353	4468.108009
354	4466.375297
355	4464.692993
356	4462.952111
357	4461.228923
358	4459.534593
359	4457.834415
360	4456.103479
361	4454.373149
362	4452.653909
363	4450.935443
364	4449.204457
365	4447.476324
366	4445.762802
367	4444.045473
368	4442.316691
369	4440.589267
370	4438.893521
371	4437.182598
372	4435.456925
373	4433.75846
374	4432.031909
375	4430.301731
376	4428.595634
377	4426.869982
378	4425.171739
379	4423.44314
380	4421.721052
381	4419.997634
382	4418.291991
383	4416.568857
384	4414.843703
385	4413.153012
386	4411.421028
387	4409.695577
388	4408.001923
389	4406.270767
390	4404.555987
391	4402.848941
392	4401.117387
393	4399.393451
394	4397.700134
395	4395.974261
396	4394.255974
397	4392.538481
398	4390.834058
399	4389.118868
400	4387.392409
401	4385.680204
402	4383.968079
403	4382.246853
404	4380.52207
405	4378.810546
406	4377.091556
407	4375.38754
408	4373.660477
409	4371.956807
410	4370.222855
411	4368.512316
412	4366.814732
413	4365.081073
414	4363.367525
415	4361.676099
416	4359.94678
417	4358.247356
418	4356.513403
419	4354.805685
420	4353.103565
421	4351.39909
422	4349.684296
423	4347.981826
424	4346.274603
425	4344.547727
426	4342.840198
427	4341.119383
428	4339.402102
429	4337.687941
430	4335.965793
431	4334.252829
432	4332.543027
433	4330.828723
434	4329.125383
435	4327.397765
436	4325.690794
437	4323.965685
438	4322.248446
439	4320.537438
440	4318.849336
441	4317.119368
442	4315.40953
443	4313.70482
444	4311.979874
445	4310.262151
446	4308.554992
447	4306.846159
448	4305.117066
449	4303.411507
450	4301.704084
451	4299.97621
452	4298.270544
453	4296.558711
454	4294.844123
455	4293.119583
456	4291.411645
457	4289.69839
458	4287.994824
459	4286.279226
460	4284.560056
461	4282.83853
462	4281.118472
463	4279.408955
464	4277.697014
465	4275.985943
466	4274.283359
467	4272.569122
468	4270.873915
469	4269.196399
470	4267.486545
471	4265.776106
472	4264.069237
473	4262.362932
474	4260.656521
475	4258.946901
476	4257.244548
477	4255.535095
478	4253.843319
479	4252.137472
480	4250.429916
481	4248.733342
482	4247.015648
483	4245.346992
484	4243.62463
485	4241.906969
486	4240.21038
487	4238.528796
488	4236.819649
489	4235.130731
490	4233.435024
491	4231.748092
492	4230.027222
493	4228.346664
494	4226.657617
495	4224.937894
496	4223.257689
497	4221.548932
498	4219.840707
499	4218.147727
500	4216.4393
501	4214.760997
502	4213.047343
503	4211.338728
504	4209.652077
505	4207.962226
506	4206.256714
507	4204.553832
508	4202.860873
509	4201.157632
510	4199.47283
511	4197.769889
512	4196.063908
513	4194.400538
514	4192.70409
515	4191.006884
516	4189.319979
517	4187.620897
518	4185.930507
519	4184.238689
520	4182.5342
521	4180.846918
522	4179.165458
523	4177.455766
524	4175.770266
525	4174.08079
526	4172.382586
527	4170.69111
528	4169.010201
529	4167.313025
530	4165.638528
531	4163.940954
532	4162.251
533	4160.575672
534	4158.889922
535	4157.214065
536	4155.514528
537	4153.856066
538	4152.152821
539	4150.469841
540	4148.791183
541	4147.122843
542	4145.448477
543	4143.752813
544	4142.069007
545	4140.408531
546	4138.708123
547	4137.033042
548	4135.381001
549	4133.686426
550	4132.004759
551	4130.322509
552	4128.652847
553	4126.978526
554	4125.298673
555	4123.623566
556	4121.962117
557	4120.30132
558	4118.612871
559	4116.948004
560	4115.289082
561	4113.612508
562	4111.946009
563	4110.284796
564	4108.615985
565	4106.937323
566	4105.298963
567	4103.639015
568	4101.96033
569	4100.308338
570	4098.648098
571	4096.979845
572	4095.323742
573	4093.651327
574	4091.989309
575	4090.340647
576	4088.672079
577	4086.997473
578	4085.343707
579	4083.690188
580	4082.033416
581	4080.387267
582	4078.725334
583	4077.079966
584	4075.436028
585	4073.764478
586	4072.12167
587	4070.507956
588	4068.843814
589	4067.207551
590	4065.561532
591	4063.915876
592	4062.26434
593	4060.615323
594	4059.002049
595	4057.339032
596	4055.699454
597	4054.057737
598	4052.426271
599	4050.78517
600	4049.144419
601	4047.515809
602	4045.877485
603	4044.238421
604	4042.601868
605	4040.956084
606	4039.323365
607	4037.68062
608	4036.041612
609	4034.410868
610	4032.784702
611	4031.152988
612	4029.511217
613	4027.897126
614	4026.281844
615	4024.638354
616	4023.00913
617	4021.394631
618	4019.773183
619	4018.165111
620	4016.53057
621	4014.905789
622	4013.281881
623	4011.666115
624	4010.040922
625	4008.420468
626	4006.801178
627	4005.182479
628	4003.555796
629	4001.944212
630	4000.330488
631	3998.706849
632	3997.094713
633	3995.479789
634	3993.861525
635	3992.253802
636	3990.642067
637	3989.03558
638	3987.423393
639	3985.828791
640	3984.219772
641	3982.630179
642	3981.007823
643	3979.405279
644	3977.803034
645	3976.198049
646	3974.599224
647	3972.996545
648	3971.413182
649	3969.810587
650	3968.224264
651	3966.634061
652	3965.046304
653	3963.46314
654	3961.881222
655	3960.308968
656	3958.733725
657	3957.148041
658	3955.555115
659	3953.979412
660	3952.398655
661	3950.831845
662	3949.256433
663	3947.66406
664	3946.083509
665	3944.508082
666	3942.950706
667	3941.380347
668	3939.817899
669	3938.240373
670	3936.657891
671	3935.092219
672	3933.525586
673	3931.960778
674	3930.390934
675	3928.835737
676	3927.259084
677	3925.706394
678	3924.130209
679	3922.56546
680	3920.996049
681	3919.432184
682	3917.863979
683	3916.318632
684	3914.749374
685	3913.195015
686	3911.626994
687	3910.067448
688	3908.506934
689	3906.950159
690	3905.395784
691	3903.860555
692	3902.292314
693	3900.742724
694	3899.168291
695	3897.613565
696	3896.07033
697	3894.515357
698	3892.948814
699	3891.398498
700	3889.846867
701	3888.292863
702	3886.741885
703	3885.201071
704	3883.651598
705	3882.113374
706	3880.594219
707	3879.050245
708	3877.506283
709	3875.970332
710	3874.429971
711	3872.885642
712	3871.342873
713	3869.829086
714	3868.29717
715	3866.762789
716	3865.226191
717	3863.696719
718	3862.16502
719	3860.639273
720	3859.113367
721	3857.583629
722	3856.067954
723	3854.546883
724	3853.024309
725	3851.504599
726	3849.988337
727	3848.468009
728	3846.946024
729	3845.422224
730	3843.907097
731	3842.389411
732	3840.870088
733	3839.373797
734	3837.866417
735	3836.362079
736	3834.860009
737	3833.355916
738	3831.863945
739	3830.371031
740	3828.868292
741	3827.373375
742	3825.874706
743	3824.388572
744	3822.889078
745	3821.383034
746	3819.896731
747	3818.399103
748	3816.900461
749	3815.407923
750	3813.926906
751	3812.433892
752	3810.95372
753	3809.472136
754	3807.976124
755	3806.496128
756	3805.008471
757	3803.528884
758	3802.06449
759	3800.57592
760	3799.092273
761	3797.613424
762	3796.132605
763	3794.65465
764	3793.174481
765	3791.701122
766	3790.239462
767	3788.754492
768	3787.279036
769	3785.819153
770	3784.343839
771	3782.87292
772	3781.404066
773	3779.939745
774	3778.470109
775	3777.007007
776	3775.551302
777	3774.0953
778	3772.630859
779	3771.162915
780	3769.706653
781	3768.261735
782	3766.81299
783	3765.36365
784	3763.911872
785	3762.457718
786	3761.006333
787	3759.561458
788	3758.103576
789	3756.670009
790	3755.226619
791	3753.778598
792	3752.331596
793	3750.888581
794	3749.44303
795	3748.004243
796	3746.557692
797	3745.120852
798	3743.684945
799	3742.262161
800	3740.839982
801	3739.402895
802	3737.98473
803	3736.553891
804	3735.138692
805	3733.716716
806	3732.284736
807	3730.853358
808	3729.432361
809	3728.001125
810	3726.576909
811	3725.150965
812	3723.749157
813	3722.329158
814	3720.904001
815	3719.478607
816	3718.063172
817	3716.645256
818	3715.228837
819	3713.808529
820	3712.390194
821	3710.973743
822	3709.563582
823	3708.156943
824	3706.737187
825	3705.325174
826	3703.915432
827	3702.509439
828	3701.110401
829	3699.711793
830	3698.318164
831	3696.910862
832	3695.506989
833	3694.12137
834	3692.725712
835	3691.330582
836	3689.938123
837	3688.565209
838	3687.172653
839	3685.780586
840	3684.389214
841	3683.003759
842	3681.605594
843	3680.20982
844	3678.820999
845	3677.437786
846	3676.068084
847	3674.689784
848	3673.301478
849	3671.921113
850	3670.531282
851	3669.157397
852	3667.772329
853	3666.396266
854	3665.014947
855	3663.630596
856	3662.257898
857	3660.883203
858	3659.514157
859	3658.135938
860	3656.762809
861	3655.389428
862	3654.017378
863	3652.646732
864	3651.278829
865	3649.92481
866	3648.569783
867	3647.207667
868	3645.840718
869	3644.485113
870	3643.126785
871	3641.770854
872	3640.423758
873	3639.075953
874	3637.719681
875	3636.364147
876	3635.011852
877	3633.630937
878	3632.276644
879	3630.926363
880	3629.575251
881	3628.231665
882	3626.887776
883	3625.544495
884	3624.171837
885	3622.842778
886	3621.505206
887	3620.166514
888	3618.806802
889	3617.459915
890	3616.124249
891	3614.784915
892	3613.447319
893	3612.115684
894	3610.785286
895	3609.46073
896	3608.146848
897	3606.818962
898	3605.48925
899	3604.162918
900	3602.842858
901	3601.525122
902	3600.202225
903	3598.882841
904	3597.556358
905	3596.24038
906	3594.930626
907	3593.615344
908	3592.290528
909	3590.97674
910	3589.657763
911	3588.322153
912	3587.008033
913	3585.7046
914	3584.392848
915	3583.084115
916	3581.770441
917	3580.471368
918	3579.168393
919	3577.855372
920	3576.559294
921	3575.251131
922	3573.945595
923	3572.637497
924	3571.333715
925	3570.030549
926	3568.728653
927	3567.434059
928	3566.132902
929	3564.83627
930	3563.567963
931	3562.270777
932	3560.969683
933	3559.671161
934	3558.375784
935	3557.080654
936	3555.788815
937	3554.51808
938	3553.248308
939	3551.958444
940	3550.680957
941	3549.402318
942	3548.116378
943	3546.830456
944	3545.545032
945	3544.265011
946	3542.983521
947	3541.719045
948	3540.446005
949	3539.171712
950	3537.906916
951	3536.633184
952	3535.356662
953	3534.087831
954	3532.822789
955	3531.554518
956	3530.287646
957	3529.019375
958	3527.758398
959	3526.496303
960	3525.238896
961	3523.986081
962	3522.720811
963	3521.472739
964	3520.217482
965	3518.972558
966	3517.718428
967	3516.463286
968	3515.209659
969	3513.97199
970	3512.744536
971	3511.49528
972	3510.24849
973	3509.002659
974	3507.758995
975	3506.51313
976	3505.268163
977	3504.024954
978	3502.78235
979	3501.543444
980	3500.307791
981	3499.070764
982	3497.836596
983	3496.619788
984	3495.394019
985	3494.163569
986	3492.936313
987	3491.708359
988	3490.486152
989	3489.263354
990	3488.041526
991	3486.818709
992	3485.604359
993	3484.3814
994	3483.163759
995	3481.946004
996	3480.731863
997	3479.518854
998	3478.306988
999	3477.101568
1000	3475.89045
1001	3474.683189
1002	3473.475438
1003	3472.284716
1004	3471.076741
1005	3469.875289
1006	3468.672754
1007	3467.471757
1008	3466.280049
1009	3465.090727
1010	3463.890422
1011	3462.681811
1012	3461.480994
1013	3460.294675
1014	3459.10522
1015	3457.900787
1016	3456.706223
1017	3455.518468
1018	3454.338318
1019	3453.153601
1020	3451.97621
1021	3450.799691
1022	3449.611888
1023	3448.431936
1024	3447.25484
1025	3446.084911
1026	3444.904383
1027	3443.736785
1028	3442.568067
1029	3441.402715
1030	3440.236713
1031	3439.076894
1032	3437.92444
1033	3436.782641
1034	3435.628259
1035	3434.469972
1036	3433.312973
1037	3432.147237
1038	3430.991101
1039	3429.8426
1040	3428.683098
1041	3427.525987
1042	3426.357847
1043	3425.215431
1044	3424.070333
1045	3422.925897
1046	3421.79119
1047	3420.658518
1048	3419.516037
1049	3418.376465
1050	3417.237448
1051	3416.119657
1052	3414.999463
1053	3413.872147
1054	3412.747452
1055	3411.625511
1056	3410.50759
1057	3409.397026
1058	3408.285728
1059	3407.176176
1060	3406.065636
1061	3404.956729
1062	3403.843577
1063	3402.730517
1064	3401.627188
1065	3400.510658
1066	3399.41224
1067	3398.312611
1068	3397.218291
1069	3396.132883
1070	3395.030937
1071	3393.94146
1072	3392.845625
1073	3391.754628
1074	3390.655666
1075	3389.557975
1076	3388.468794
1077	3387.377504
1078	3386.301117
1079	3385.21625
1080	3384.130455
1081	3383.046187
1082	3381.976984
1083	3380.896945
1084	3379.797536
1085	3378.73728
1086	3377.667117
1087	3376.595747
1088	3375.532286
1089	3374.453334
1090	3373.384124
1091	3372.318756
1092	3371.25894
1093	3370.193935
1094	3369.125353
1095	3368.05638
1096	3367.007666
1097	3365.93917
1098	3364.881579
1099	3363.825373
1100	3362.766088
1101	3361.712901
1102	3360.655968
1103	3359.604959
1104	3358.56046
1105	3357.521715
1106	3356.486828
1107	3355.4601
1108	3354.418932
1109	3353.381715
1110	3352.347808
1111	3351.28753
1112	3350.246618
1113	3349.214425
1114	3348.181885
1115	3347.155861
1116	3346.12231
1117	3345.085491
1118	3344.038724
1119	3343.011219
1120	3342.001572
1121	3340.9854
1122	3339.943381
1123	3338.918056
1124	3337.886329
1125	3336.859084
1126	3335.831548
1127	3334.813094
1128	3333.801129
1129	3332.768458
1130	3331.754089
1131	3330.728524
1132	3329.711712
1133	3328.687465
1134	3327.666517
1135	3326.660737
1136	3325.621217
1137	3324.617422
1138	3323.608578
1139	3322.604008
1140	3321.585742
1141	3320.577979
1142	3319.574576
1143	3318.583102
1144	3317.589627
1145	3316.579111
1146	3315.573236
1147	3314.56883
1148	3313.566245
1149	3312.573985
1150	3311.581023
1151	3310.579056
1152	3309.588131
1153	3308.586416
1154	3307.585817
1155	3306.588401
1156	3305.595455
1157	3304.604184
1158	3303.617831
1159	3302.632891
1160	3301.649087
1161	3300.668255
1162	3299.667574
1163	3298.682287
1164	3297.701486
1165	3296.716528
1166	3295.73183
1167	3294.755422
1168	3293.780853
1169	3292.797451
1170	3291.815916
1171	3290.850586
1172	3289.886277
1173	3288.910159
1174	3287.941823
1175	3286.966311
1176	3285.978774
1177	3285.008545
1178	3284.050751
1179	3283.082935
1180	3282.122688
1181	3281.163362
1182	3280.203087
1183	3279.222362
1184	3278.258195
1185	3277.300525
1186	3276.337708
1187	3275.370162
1188	3274.42293
1189	3273.462764
1190	3272.5106
1191	3271.56503
1192	3270.616472
1193	3269.665895
1194	3268.722078
1195	3267.781018
1196	3266.830163
1197	3265.890122
1198	3264.952212
1199	3263.989894
1200	3263.052403
1201	3262.109445
1202	3261.173076
1203	3260.23045
1204	3259.284954
1205	3258.356065
1206	3257.441943
1207	3256.501367
1208	3255.560691
1209	3254.627028
1210	3253.70337
1211	3252.763537
1212	3251.837644
1213	3250.892075
1214	3249.960685
1215	3249.027382
1216	3248.102923
1217	3247.174301
1218	3246.24385
1219	3245.321068
1220	3244.402442
1221	3243.456943
1222	3242.539237
1223	3241.603517
1224	3240.684795
1225	3239.765682
1226	3238.851767
1227	3237.939293
1228	3237.019356
1229	3236.099135
1230	3235.185194
1231	3234.269277
1232	3233.356119
1233	3232.453772
1234	3231.558269
1235	3230.647735
1236	3229.742867
1237	3228.837307
1238	3227.929479
1239	3227.031678
1240	3226.132132
1241	3225.215064
1242	3224.316377
1243	3223.421471
1244	3222.535643
1245	3221.634207
1246	3220.750015
1247	3219.853914
1248	3218.960455
1249	3218.074864
1250	3217.194999
1251	3216.312423
1252	3215.42659
1253	3214.54354
1254	3213.657802
1255	3212.769725
1256	3211.897553
1257	3211.01243
1258	3210.136046
1259	3209.258947
1260	3208.388854
1261	3207.517722
1262	3206.635168
1263	3205.770534
1264	3204.88931
1265	3204.014609
1266	3203.146397
1267	3202.268837
1268	3201.397464
1269	3200.532242
1270	3199.6612
1271	3198.798102
1272	3197.935438
1273	3197.075508
1274	3196.215752
1275	3195.35571
1276	3194.496852
1277	3193.642138
1278	3192.790612
1279	3191.933386
1280	3191.080283
1281	3190.227469
1282	3189.375173
1283	3188.522688
1284	3187.67186
1285	3186.821813
1286	3185.973459
1287	3185.12391
1288	3184.274663
1289	3183.429037
1290	3182.586663
1291	3181.750236
1292	3180.910121
1293	3180.074019
1294	3179.226988
1295	3178.391308
1296	3177.56033
1297	3176.729864
1298	3175.898788
1299	3175.06851
1300	3174.233693
1301	3173.407848
1302	3172.579102
1303	3171.745322
1304	3170.924593
1305	3170.10842
1306	3169.275128
1307	3168.450126
1308	3167.624412
1309	3166.8058
1310	3165.98516
1311	3165.168181
1312	3164.345331
1313	3163.519688
1314	3162.691914
1315	3161.869493
1316	3161.048581
1317	3160.237088
1318	3159.419438
1319	3158.59258
1320	3157.764858
1321	3156.957103
1322	3156.148085
1323	3155.326249
1324	3154.501235
1325	3153.689021
1326	3152.881285
1327	3152.073699
1328	3151.266655
1329	3150.455279
1330	3149.649141
1331	3148.836544
1332	3148.024117
1333	3147.220084
1334	3146.420215
1335	3145.621153
1336	3144.817488
1337	3144.011422
1338	3143.210925
1339	3142.40241
1340	3141.600393
1341	3140.798246
1342	3139.99701
1343	3139.20172
1344	3138.404127
1345	3137.607626
1346	3136.818742
1347	3136.024484
1348	3135.226928
1349	3134.431358
1350	3133.635268
1351	3132.838518
1352	3132.050694
1353	3131.253398
1354	3130.469091
1355	3129.681337
1356	3128.895813
1357	3128.103076
1358	3127.32347
1359	3126.53253
1360	3125.739905
1361	3124.949958
1362	3124.165305
1363	3123.388716
1364	3122.596668
1365	3121.808618
1366	3121.021777
1367	3120.218765
1368	3119.432056
1369	3118.649703
1370	3117.869358
1371	3117.094162
1372	3116.325127
1373	3115.551291
1374	3114.778752
1375	3114.002709
1376	3113.234286
1377	3112.463614
1378	3111.691635
1379	3110.927433
1380	3110.158397
1381	3109.381554
1382	3108.606346
1383	3107.839294
1384	3107.071342
1385	3106.305897
1386	3105.542547
1387	3104.779515
1388	3104.018967
1389	3103.258684
1390	3102.500148
1391	3101.730232
1392	3100.96979
1393	3100.206006
1394	3099.446689
1395	3098.692139
1396	3097.934412
1397	3097.170956
1398	3096.417837
1399	3095.662456
1400	3094.904111
1401	3094.157095
1402	3093.399527
1403	3092.647774
1404	3091.892319
1405	3091.143769
1406	3090.398229
1407	3089.644029
1408	3088.890177
1409	3088.140949
1410	3087.399359
1411	3086.646751
1412	3085.905831
1413	3085.155431
1414	3084.409263
1415	3083.661917
1416	3082.920597
1417	3082.178538
1418	3081.441047
1419	3080.69816
1420	3079.954695
1421	3079.214557
1422	3078.478676
1423	3077.726738
1424	3076.992025
1425	3076.250659
1426	3075.513248
1427	3074.772772
1428	3074.035157
1429	3073.300941
1430	3072.565326
1431	3071.827841
1432	3071.089597
1433	3070.353297
1434	3069.618661
1435	3068.887942
1436	3068.158234
1437	3067.428578
1438	3066.699107
1439	3065.97287
1440	3065.251184
1441	3064.52441
1442	3063.812213
1443	3063.088958
1444	3062.369365
1445	3061.64533
1446	3060.928784
1447	3060.204947
1448	3059.484149
1449	3058.765718
1450	3058.048632
1451	3057.326716
1452	3056.608348
1453	3055.885835
1454	3055.166125
1455	3054.448137
1456	3053.731145
1457	3053.02021
1458	3052.308992
1459	3051.592253
1460	3050.882381
1461	3050.170989
1462	3049.458979
1463	3048.747042
1464	3048.031962
1465	3047.318189
1466	3046.60714
1467	3045.891507
1468	3045.182282
1469	3044.480549
1470	3043.768813
1471	3043.064446
1472	3042.3522
1473	3041.646633
1474	3040.942846
1475	3040.237899
1476	3039.544335
1477	3038.844226
1478	3038.140308
1479	3037.433977
1480	3036.72843
1481	3036.023145
1482	3035.330495
1483	3034.637875
1484	3033.937604
1485	3033.239027
1486	3032.538663
1487	3031.840721
1488	3031.144151
1489	3030.443376
1490	3029.74818
1491	3029.060555
1492	3028.36422
1493	3027.670589
1494	3026.973266
1495	3026.279679
1496	3025.586885
1497	3024.892744
1498	3024.200253
1499	3023.510336
1500	3022.82023
1501	3022.130435
1502	3021.438561
1503	3020.749164
1504	3020.061867
1505	3019.371847
1506	3018.680992
1507	3017.99515
1508	3017.3062
1509	3016.623485
1510	3015.938376
1511	3015.25624
1512	3014.579319
1513	3013.904422
1514	3013.231391
1515	3012.549365
1516	3011.869322
1517	3011.190454
1518	3010.521343
1519	3009.842833
1520	3009.160916
1521	3008.484179
1522	3007.805712
1523	3007.127696
1524	3006.452807
1525	3005.78152
1526	3005.113279
1527	3004.446177
1528	3003.776114
1529	3003.102825
1530	3002.429278
1531	3001.761382
1532	3001.098596
1533	3000.431076
1534	2999.76436
1535	2999.097362
1536	2998.427701
1537	2997.759739
1538	2997.10176
1539	2996.436742
1540	2995.784612
1541	2995.122346
1542	2994.453057
1543	2993.791953
1544	2993.150414
1545	2992.489388
1546	2991.823042
1547	2991.161771
1548	2990.499291
1549	2989.835083
1550	2989.172884
1551	2988.511005
1552	2987.866844
1553	2987.204921
1554	2986.542086
1555	2985.882727
1556	2985.227977
1557	2984.571074
1558	2983.913719
1559	2983.258107
1560	2982.615352
1561	2981.955452
1562	2981.300228
1563	2980.632818
1564	2979.982689
1565	2979.32721
1566	2978.673235
1567	2978.031951
1568	2977.391023
1569	2976.740831
1570	2976.087892
1571	2975.437755
1572	2974.792023
1573	2974.143594
1574	2973.495992
1575	2972.852392
1576	2972.207653
1577	2971.55963
1578	2970.925973
1579	2970.286477
1580	2969.643559
1581	2968.994818
1582	2968.345255
1583	2967.7074
1584	2967.072406
1585	2966.430867
1586	2965.787118
1587	2965.140852
1588	2964.502411
1589	2963.866767
1590	2963.236458
1591	2962.590583
1592	2961.94712
1593	2961.31173
1594	2960.669673
1595	2960.036143
1596	2959.402526
1597	2958.763884
1598	2958.12462
1599	2957.48607
1600	2956.855694
1601	2956.2231
1602	2955.596035
1603	2954.960577
1604	2954.331698
1605	2953.697239
1606	2953.068996
1607	2952.43418
1608	2951.800416
1609	2951.168563
1610	2950.546616
1611	2949.920556
1612	2949.289825
1613	2948.658804
1614	2948.029743
1615	2947.400222
1616	2946.777904
1617	2946.156091
1618	2945.533302
1619	2944.912727
1620	2944.291211
1621	2943.664552
1622	2943.038704
1623	2942.413307
1624	2941.787387
1625	2941.169792
1626	2940.555932
1627	2939.936369
1628	2939.316162
1629	2938.69584
1630	2938.079305
1631	2937.45415
1632	2936.838584
1633	2936.226823
1634	2935.605938
1635	2934.988103
1636	2934.37545
1637	2933.757286
1638	2933.141701
1639	2932.533235
1640	2931.922109
1641	2931.334955
1642	2930.71717
1643	2930.099495
1644	2929.483216
1645	2928.867473
1646	2928.249451
1647	2927.634653
1648	2927.030078
1649	2926.415751
1650	2925.806909
1651	2925.201958
1652	2924.590228
1653	2923.982256
1654	2923.373789
1655	2922.765154
1656	2922.157375
1657	2921.561136
1658	2920.953442
1659	2920.348665
1660	2919.741456
1661	2919.137749
1662	2918.54057
1663	2917.942116
1664	2917.337064
