iter	Passed	Remaining
390	57444	14634322
391	57647	14648309
392	57802	14650121
393	57968	14654877
394	58103	14651630
395	58252	14651919
396	58363	14642796
397	58503	14640785
398	58677	14647512
399	58850	14653692
400	58980	14649252
401	59137	14651679
402	59262	14646146
403	59392	14641627
404	59580	14651726
405	59760	14659640
406	59903	14658314
407	60054	14659093
408	60198	14658341
409	60315	14650860
410	60476	14653915
411	60624	14654103
412	60761	14651565
413	60908	14651243
414	61050	14649908
415	61187	14647398
416	61340	14648512
417	61513	14654698
418	61721	14668892
419	61852	14664879
420	61988	14662171
421	62140	14663158
422	62274	14659943
423	62415	14658158
424	62566	14659016
425	62713	14658809
426	62832	14652068
427	62956	14646446
428	63075	14639901
429	63196	14633576
430	63348	14634660
431	63540	14644913
432	63735	14655869
433	63886	14656498
434	64038	14657436
435	64163	14652182
436	64297	14649061
437	64458	14652082
438	64596	14649867
439	64775	14656946
440	64894	14650318
441	65022	14645984
442	65153	14642259
443	65270	14635219
444	65454	14643370
445	65620	14647479
446	65725	14637950
447	65854	14633816
448	65989	14630982
449	66141	14632038
450	66295	14633348
451	66424	14629314
452	66562	14627038
453	66710	14627240
454	66861	14627895
455	67004	14626946
456	67127	14621532
457	67243	14614850
458	67411	14619096
459	67558	14619025
460	67687	14614973
461	67803	14608330
462	67933	14604446
463	68065	14601250
464	68214	14601574
465	68399	14609695
466	68561	14612664
467	68718	14614658
468	68859	14613270
469	69017	14615653
470	69164	14615444
471	69397	14633422
472	69561	14636986
473	69691	14633209
474	69839	14633308
475	69988	14633501
476	70130	14632326
477	70286	14633900
478	70447	14636675
479	70609	14639777
480	70762	14640849
481	70906	14639990
482	71035	14636202
483	71158	14630939
484	71307	14631173
485	71456	14631623
486	71605	14631700
487	71713	14623731
488	71847	14620925
489	71989	14619794
490	72136	14619650
491	72303	14623592
492	72488	14631086
493	72605	14624896
494	72757	14625768
495	72892	14623179
496	73030	14621277
497	73189	14623444
498	73372	14630479
499	73518	14630118
500	73644	14625915
501	73790	14625480
502	73917	14621417
503	74067	14621805
504	74216	14622113
505	74385	14626373
506	74561	14631940
507	74712	14632557
508	74854	14631417
509	74976	14626252
510	75120	14625622
511	75253	14622678
512	75414	14625346
513	75594	14631525
514	75727	14628636
515	75877	14629056
516	76031	14630202
517	76192	14632836
518	76363	14637275
519	76515	14638051
520	76637	14632986
521	76776	14631355
522	76917	14630070
523	77063	14629670
524	77218	14631149
525	77393	14636248
526	77560	14639788
527	77722	14642529
528	77865	14641465
529	77995	14638159
530	78157	14640727
531	78332	14645809
532	78482	14646264
533	78632	14646492
534	78765	14643829
535	78914	14643902
536	79038	14639420
537	79272	14655353
538	79447	14660337
539	79602	14661630
540	79743	14660244
541	79897	14661253
542	80058	14663756
543	80233	14668613
544	80410	14673865
545	80553	14672820
546	80690	14670786
547	80811	14665892
548	80955	14664996
549	81118	14667746
550	81275	14669218
551	81421	14668929
552	81560	14667103
553	81681	14662247
554	81819	14660359
555	81970	14660987
556	82133	14663643
557	82290	14665086
558	82472	14671101
559	82621	14671133
560	82771	14671438
561	82903	14668578
562	83053	14668966
563	83236	14674979
564	83398	14677451
565	83545	14677183
566	83688	14676211
567	83832	14675444
568	83978	14674933
569	84142	14677678
570	84284	14676628
571	84460	14681377
572	84612	14681924
573	84756	14681146
574	84911	14682382
575	85079	14685652
576	85201	14681164
577	85351	14681370
578	85486	14679100
579	85646	14680946
580	85786	14679544
581	85916	14676356
582	86055	14674759
583	86212	14676283
584	86380	14679516
585	86526	14679018
586	86650	14674860
587	86801	14675361
588	86935	14672929
589	87149	14684015
590	87322	14688044
591	87484	14690324
592	87637	14690971
593	87821	14696978
594	87992	14700699
595	88170	14705462
596	88340	14709140
597	88499	14710729
598	88654	14711716
599	88808	14712549
600	88969	14714668
601	89155	14720678
602	89320	14723331
603	89449	14720116
604	89597	14719954
605	89744	14719635
606	89882	14717801
607	90025	14716800
608	90166	14715459
609	90301	14713228
610	90412	14707075
611	90524	14701109
612	90671	14700726
613	90807	14698724
614	90969	14700893
615	91127	14702250
616	91304	14706844
617	91412	14700248
618	91522	14693940
619	91655	14691499
620	91786	14688670
621	91926	14687221
622	92094	14690271
623	92271	14694760
624	92415	14694132
625	92557	14693002
626	92687	14689958
627	92816	14686942
628	92964	14686687
629	93111	14686509
630	93264	14687232
631	93402	14685430
632	93517	14680255
633	93641	14676309
634	93782	14675179
635	93913	14672360
636	94082	14675529
637	94238	14676654
638	94381	14675751
639	94524	14674906
640	94663	14673482
641	94779	14668423
642	94942	14670639
643	95101	14672232
644	95257	14673385
645	95402	14672809
646	95558	14673876
647	95679	14669600
648	95814	14667662
649	95963	14667709
650	96065	14660569
651	96239	14664403
652	96364	14660888
653	96485	14656602
654	96600	14651585
655	96748	14651486
656	96906	14652906
657	97054	14652817
658	97193	14651430
659	97333	14650187
660	97461	14647058
661	97610	14647111
662	97716	14640855
663	97883	14643639
664	98043	14645411
665	98230	14651043
666	98352	14647193
667	98521	14650176
668	98641	14645917
669	98847	14654561
670	99046	14661964
671	99186	14660720
672	99337	14661090
673	99471	14658968
674	99601	14656146
675	99752	14656504
676	99908	14657572
677	100064	14658774
678	100179	14653777
679	100309	14651102
680	100442	14648875
681	100561	14644598
682	100680	14640302
683	100859	14644642
684	100991	14642336
685	101108	14637712
686	101191	14628218
687	101320	14625567
688	101460	14624248
689	101603	14623571
690	101766	14625625
691	101935	14628604
692	102105	14631741
693	102255	14631939
694	102412	14633178
695	102524	14628039
696	102635	14622715
697	102802	14625355
698	102930	14622402
699	103077	14622332
700	103200	14618766
701	103322	14615011
702	103452	14612389
703	103571	14608288
704	103702	14605913
705	103855	14606519
706	103991	14604877
707	104165	14608426
708	104314	14608588
709	104470	14609701
710	104581	14604455
711	104733	14605085
712	104895	14606930
713	105053	14608359
714	105192	14607041
715	105359	14609594
716	105502	14608979
717	105644	14608049
718	105777	14606043
719	105945	14608706
720	106083	14607278
721	106222	14606025
722	106350	14603219
723	106497	14603123
724	106649	14603593
725	106800	14604043
726	106968	14606731
727	107123	14607584
728	107264	14606661
729	107388	14603333
730	107504	14598951
731	107643	14597730
732	107812	14600572
733	108006	14606746
734	108136	14604265
735	108284	14604320
736	108411	14601397
737	108567	14602468
738	108755	14607865
739	108927	14611051
740	109044	14606823
741	109190	14606550
742	109341	14606859
743	109459	14602896
744	109640	14607245
745	109797	14608395
746	109931	14606506
747	110050	14602622
748	110199	14602651
749	110332	14600708
750	110422	14592936
751	110604	14597405
752	110740	14595825
753	110905	14598047
754	111031	14595137
755	111174	14594465
756	111289	14590134
757	111400	14585216
758	111509	14580167
759	111699	14585613
760	111870	14588632
761	112005	14586877
762	112156	14587262
763	112268	14582556
764	112392	14579481
765	112550	14580744
766	112720	14583574
767	112882	14585362
768	113029	14585231
769	113185	14586219
770	113320	14584576
771	113438	14580716
772	113600	14582434
773	113770	14585246
774	113908	14583973
775	114052	14583390
776	114196	14582877
777	114337	14581970
778	114484	14581883
779	114631	14581758
780	114807	14585277
781	114937	14583006
782	115089	14583395
783	115225	14581922
784	115369	14581416
785	115510	14580446
786	115675	14582645
787	115802	14579979
788	115947	14579538
789	116058	14574873
790	116213	14575735
791	116354	14574910
792	116488	14573107
793	116663	14576442
794	116810	14576306
795	116937	14573724
796	117071	14571961
797	117190	14568395
798	117322	14566368
799	117448	14563630
800	117597	14563681
801	117785	14568747
802	117932	14568540
803	118058	14565847
804	118195	14564508
805	118314	14560853
806	118480	14563135
807	118663	14567452
808	118804	14566557
809	118938	14564778
810	119078	14563898
811	119206	14561351
812	119365	14562717
813	119511	14562511
814	119667	14563506
815	119819	14563936
816	119987	14566348
817	120088	14560641
818	120211	14557659
819	120334	14554568
820	120523	14559545
821	120706	14563762
822	120828	14560632
823	120959	14558646
824	121105	14558369
825	121220	14554412
826	121372	14554898
827	121554	14558971
828	121725	14561655
829	121855	14559580
830	121976	14556320
831	122105	14554090
832	122247	14553293
833	122407	14554747
834	122567	14556177
835	122733	14558307
836	122866	14556472
837	122987	14553349
838	123126	14552225
839	123265	14551196
840	123432	14553468
841	123602	14555997
842	123747	14555627
843	123876	14553385
844	124000	14550659
845	124111	14546236
846	124219	14541601
847	124346	14539209
848	124535	14544009
849	124712	14547300
850	124862	14547616
851	125007	14547279
852	125132	14544539
853	125266	14542960
854	125452	14547299
855	125604	14547863
856	125747	14547247
857	125879	14545368
858	126004	14542761
859	126135	14540826
860	126271	14539396
861	126439	14541761
862	126616	14544998
863	126723	14540392
864	126875	14540774
865	127004	14538585
866	127145	14537837
867	127285	14536895
868	127423	14535806
869	127584	14537259
870	127769	14541471
871	127930	14542958
872	128063	14541340
873	128174	14537046
874	128342	14539342
875	128521	14542908
876	128652	14541002
877	128809	14541985
878	128927	14538561
879	129032	14533799
880	129178	14533576
881	129325	14533379
882	129473	14533391
883	129655	14537271
884	129792	14535983
885	129945	14536560
886	130064	14533364
887	130225	14534770
888	130403	14538111
889	130551	14538187
890	130671	14535068
891	130821	14535286
892	130965	14534798
893	131099	14533305
894	131277	14536569
895	131412	14535119
896	131592	14538657
897	131743	14539036
898	131875	14537214
899	132021	14537031
900	132120	14531630
901	132307	14535924
902	132456	14536007
903	132564	14531608
904	132706	14531012
905	132826	14527921
906	132959	14526300
907	133093	14524736
908	133236	14524216
909	133367	14522363
910	133531	14524188
911	133675	14523773
912	133806	14521842
913	133958	14522360
914	134091	14520717
915	134265	14523582
916	134443	14526775
917	134566	14524067
918	134706	14523213
919	134845	14522273
920	134957	14518376
921	135087	14516502
922	135263	14519475
923	135465	14525291
924	135594	14523242
925	135712	14520093
926	135831	14517017
927	135972	14516239
928	136112	14515347
929	136263	14515710
930	136406	14515235
931	136547	14514460
932	136697	14514684
933	136821	14512129
934	136942	14509332
935	137106	14511050
936	137290	14514801
937	137451	14516181
938	137598	14516168
939	137730	14514451
940	137844	14510917
941	138000	14511772
942	138195	14516734
943	138364	14518874
944	138507	14518325
945	138634	14516175
946	138788	14516776
947	138916	14514724
948	139058	14514087
949	139242	14517833
950	139404	14519272
951	139518	14515836
952	139676	14516833
953	139804	14514762
954	139953	14514914
955	140132	14518035
956	140261	14516070
957	140402	14515431
958	140526	14512926
959	140664	14511924
960	140819	14512581
961	140950	14510829
962	141089	14509992
963	141230	14509234
964	141392	14510630
965	141513	14507928
966	141625	14504199
967	141760	14502953
968	141894	14501467
969	142014	14498631
970	142161	14498596
971	142315	14499215
972	142439	14496749
973	142567	14494719
974	142718	14495061
975	142865	14494991
976	143010	14494678
977	143161	14495008
978	143338	14497962
979	143489	14498345
980	143606	14495152
981	143740	14493800
982	143884	14493422
983	144026	14492839
984	144200	14495395
985	144338	14494430
986	144475	14493399
987	144594	14490473
988	144715	14487772
989	144866	14488098
990	145016	14488357
991	145181	14490038
992	145372	14494322
993	145509	14493275
994	145641	14491652
995	145791	14491956
996	145927	14490705
997	146104	14493593
998	146274	14495819
999	146438	14497414
1000	146592	14497983
1001	146714	14495411
1002	146843	14493599
1003	147045	14498899
1004	147191	14498763
1005	147313	14496151
1006	147439	14493989
1007	147613	14496589
1008	147762	14496658
1009	147910	14496649
1010	148065	14497382
1011	148229	14498972
1012	148381	14499365
1013	148534	14499807
1014	148678	14499457
1015	148803	14497237
1016	148981	14500149
1017	149154	14502535
1018	149321	14504417
1019	149482	14505690
1020	149606	14503360
1021	149741	14502102
1022	149908	14503862
1023	150068	14505078
1024	150197	14503174
1025	150329	14501704
1026	150472	14501216
1027	150582	14497492
1028	150691	14493804
1029	150853	14495098
1030	151005	14495538
1031	151161	14496230
1032	151278	14493290
1033	151432	14493861
1034	151553	14491306
1035	151663	14487671
1036	151823	14488829
1037	151979	14489554
1038	152152	14491954
1039	152306	14492543
1040	152448	14491994
1041	152573	14489818
1042	152728	14490422
1043	152892	14491997
1044	153017	14489780
1045	153144	14487855
1046	153276	14486314
1047	153399	14483951
1048	153526	14482016
1049	153666	14481209
1050	153824	14482144
1051	153985	14483401
1052	154138	14483849
1053	154286	14483933
1054	154435	14484027
1055	154576	14483331
1056	154710	14482068
1057	154885	14484549
1058	155033	14484608
1059	155180	14484529
1060	155316	14483396
1061	155460	14483037
1062	155580	14480426
1063	155697	14477563
1064	155889	14481601
1065	156036	14481533
1066	156182	14481329
1067	156307	14479214
1068	156462	14479910
1069	156595	14478474
1070	156746	14478774
1071	156924	14481548
1072	157092	14483418
1073	157245	14483897
1074	157404	14484837
1075	157524	14482310
1076	157666	14481708
1077	157809	14481300
1078	157970	14482487
1079	158144	14484878
1080	158273	14483133
1081	158403	14481447
1082	158542	14480687
1083	158714	14482803
1084	158901	14486365
1085	159072	14488469
1086	159216	14488074
1087	159356	14487381
1088	159497	14486757
1089	159666	14488610
1090	159844	14491347
1091	160004	14492457
1092	160139	14491253
1093	160284	14490936
1094	160421	14489974
1095	160553	14488488
1096	160716	14489857
1097	160864	14489803
1098	161023	14490759
1099	161162	14490016
1100	161286	14487844
1101	161425	14486958
1102	161516	14481853
1103	161692	14484393
1104	161861	14486216
1105	162026	14487734
1106	162143	14484981
1107	162269	14482973
1108	162411	14482427
1109	162563	14482780
1110	162718	14483430
1111	162883	14484907
1112	163041	14485798
1113	163198	14486573
1114	163329	14485064
1115	163480	14485312
1116	163623	14484831
1117	163800	14487373
1118	163955	14488017
1119	164088	14486675
1120	164229	14486045
1121	164367	14485185
1122	164507	14484423
1123	164663	14485131
1124	164847	14488298
1125	164993	14488095
1126	165129	14486973
1127	165285	14487682
1128	165399	14484710
1129	165541	14484145
1130	165734	14488067
1131	165890	14488732
1132	166021	14487232
1133	166189	14488932
1134	166354	14490405
1135	166549	14494455
1136	166817	14504888
1137	167105	14516998
1138	167265	14518014
1139	167438	14520192
1140	167597	14521092
1141	167777	14523780
1142	167943	14525295
1143	168073	14523638
1144	168198	14521639
1145	168318	14519198
1146	168480	14520340
1147	168642	14521496
1148	168755	14518369
1149	168928	14520482
1150	169071	14519997
1151	169208	14519061
1152	169368	14519985
1153	169538	14521819
1154	169733	14525773
1155	169906	14527911
1156	170024	14525268
1157	170160	14524222
1158	170297	14523148
1159	170428	14521654
1160	170571	14521209
1161	170701	14519624
1162	170875	14521742
1163	170995	14519342
1164	171126	14517869
1165	171284	14518656
1166	171406	14516389
1167	171613	14521364
1168	171781	14522982
1169	171906	14520972
1170	172028	14518710
1171	172181	14519104
1172	172316	14517929
1173	172457	14517297
1174	172637	14519911
1175	172811	14522050
1176	172973	14523195
1177	173129	14523802
1178	173265	14522710
1179	173409	14522343
1180	173597	14525601
1181	173771	14527738
1182	173924	14528051
1183	174069	14527783
1184	174200	14526270
1185	174353	14526645
1186	174502	14526628
1187	174707	14531291
1188	174850	14530832
1189	175001	14530974
1190	175151	14531117
1191	175316	14532454
1192	175495	14534936
1193	175673	14537339
1194	175838	14538653
1195	176008	14540393
1196	176137	14538780
1197	176272	14537606
1198	176397	14535678
1199	176596	14539791
1200	176783	14542892
1201	176936	14543202
1202	177071	14542075
1203	177214	14541597
1204	177333	14539127
1205	177536	14543558
1206	177727	14546995
1207	177916	14550289
1208	178047	14548828
1209	178228	14551420
1210	178401	14553340
1211	178562	14554335
1212	178724	14555338
1213	178894	14557096
1214	179059	14558328
1215	179231	14560209
1216	179426	14563913
1217	179591	14565225
1218	179789	14569115
1219	179952	14570232
1220	180095	14569706
1221	180238	14569250
1222	180424	14572172
1223	180619	14575879
1224	180779	14576726
1225	180923	14576313
1226	181067	14575839
1227	181217	14575890
1228	181393	14578021
1229	181538	14577695
1230	181667	14576076
1231	181832	14577332
1232	181933	14573409
1233	182088	14573879
1234	182225	14572867
1235	182408	14575537
1236	182577	14577109
1237	182738	14578062
1238	182877	14577172
1239	183040	14578272
1240	183170	14576742
1241	183353	14579388
1242	183520	14580820
1243	183687	14582202
1244	183814	14580425
1245	183964	14580422
1246	184076	14577440
1247	184232	14578010
1248	184427	14581602
1249	184596	14583132
1250	184721	14581212
1251	184865	14580765
1252	185011	14580498
1253	185161	14580486
1254	185379	14585907
1255	185533	14586275
1256	185677	14585838
1257	185828	14585882
1258	185949	14583707
1259	186108	14584444
1260	186285	14586524
1261	186478	14589981
1262	186625	14589742
1263	186788	14590797
1264	186916	14589076
1265	187029	14586271
1266	187165	14585183
1267	187335	14586735
1268	187529	14590238
1269	187694	14591392
1270	187839	14591059
1271	187999	14591873
1272	188165	14593127
1273	188331	14594331
1274	188507	14596380
1275	188654	14596163
1276	188810	14596632
1277	188948	14595759
1278	189083	14594580
1279	189284	14598562
1280	189479	14602045
1281	189618	14601216
1282	189731	14598419
1283	189879	14598224
1284	190027	14598139
1285	190187	14598893
1286	190336	14598828
1287	190527	14601955
1288	190619	14597574
1289	190777	14598139
1290	190924	14597939
1291	191068	14597539
1292	191260	14600732
1293	191436	14602741
1294	191597	14603555
1295	191730	14602310
1296	191871	14601611
1297	192027	14602066
1298	192195	14603430
1299	192355	14604195
1300	192520	14605375
1301	192669	14605313
1302	192788	14602950
1303	192928	14602219
1304	193063	14601101
1305	193228	14602197
1306	193363	14601083
1307	193526	14602073
1308	193679	14602323
1309	193812	14601014
1310	193946	14599826
1311	194096	14599854
1312	194262	14601049
1313	194441	14603212
1314	194589	14603078
1315	194740	14603158
1316	194861	14601036
1317	195013	14601169
1318	195205	14604326
1319	195339	14603137
1320	195513	14604927
1321	195657	14604461
1322	195813	14604912
1323	195953	14604137
1324	196100	14603930
1325	196269	14605384
1326	196440	14606906
1327	196575	14605828
1328	196731	14606230
1329	196854	14604234
1330	197012	14604819
1331	197189	14606821
1332	197323	14605629
1333	197479	14606115
1334	197623	14605641
1335	197767	14605170
1336	197910	14604702
1337	198079	14606063
1338	198254	14607871
1339	198424	14609400
1340	198570	14609066
1341	198723	14609293
1342	198842	14607007
1343	198994	14607152
1344	199125	14605717
1345	199286	14606543
1346	199417	14605127
1347	199560	14604594
1348	199691	14603236
1349	199848	14603778
1350	200023	14605538
1351	200139	14603105
1352	200308	14604424
1353	200447	14603633
1354	200599	14603795
1355	200713	14601202
1356	200839	14599386
1357	200986	14599203
1358	201159	14600867
1359	201331	14602432
1360	201457	14600696
1361	201603	14600389
1362	201708	14597183
1363	201861	14597387
1364	201973	14594636
1365	202120	14594394
1366	202275	14594764
1367	202418	14594247
1368	202542	14592371
1369	202694	14592542
1370	202807	14589845
1371	202911	14586586
1372	203075	14587565
1373	203234	14588179
1374	203353	14586025
1375	203478	14584222
1376	203631	14584441
1377	203765	14583299
1378	203924	14583941
1379	204104	14586067
1380	204260	14586471
1381	204399	14585706
1382	204535	14584738
1383	204688	14584952
1384	204824	14583940
1385	204976	14584091
1386	205172	14587387
1387	205325	14587555
1388	205466	14586906
1389	205595	14585434
1390	205737	14584853
1391	205887	14584906
1392	206052	14585929
1393	206228	14587758
1394	206363	14586720
1395	206509	14586435
1396	206634	14584653
1397	206792	14585231
1398	206939	14585022
1399	207120	14587207
1400	207290	14588626
1401	207441	14588647
1402	207608	14589859
1403	207761	14590087
1404	207933	14591618
1405	208109	14593446
1406	208253	14593006
1407	208405	14593123
1408	208544	14592314
1409	208711	14593492
1410	208906	14596664
1411	209074	14597870
1412	209200	14596233
1413	209350	14596223
1414	209501	14596241
1415	209623	14594306
1416	209793	14595692
1417	209976	14597946
1418	210136	14598610
1419	210293	14599115
1420	210447	14599339
1421	210583	14598365
1422	210719	14597407
1423	210904	14599787
1424	211073	14601085
1425	211213	14600419
1426	211332	14598235
1427	211482	14598182
1428	211616	14597078
1429	211799	14599321
1430	211985	14601817
1431	212106	14599778
1432	212270	14600746
1433	212424	14600971
1434	212548	14599196
1435	212703	14599549
1436	212898	14602565
1437	213070	14604077
1438	213211	14603425
1439	213346	14602410
1440	213476	14600959
1441	213610	14599863
1442	213751	14599250
1443	213924	14600794
1444	214104	14602787
1445	214250	14602525
1446	214395	14602185
1447	214521	14600471
1448	214667	14600226
1449	214828	14600911
1450	215000	14602421
1451	215168	14603570
1452	215313	14603238
1453	215468	14603517
1454	215613	14603211
1455	215796	14605396
1456	215951	14605723
1457	216093	14605106
1458	216215	14603218
1459	216352	14602342
1460	216499	14602081
1461	216641	14601551
1462	216801	14602170
1463	216988	14604663
1464	217121	14603459
1465	217257	14602514
1466	217399	14601950
1467	217563	14602843
1468	217740	14604589
1469	217928	14607121
1470	218089	14607846
1471	218224	14606788
1472	218393	14608044
1473	218554	14608779
1474	218739	14611090
1475	218916	14612826
1476	219066	14612756
1477	219226	14613404
1478	219366	14612742
1479	219503	14611800
1480	219664	14612477
1481	219813	14612436
1482	219995	14614506
1483	220126	14613171
1484	220269	14612724
1485	220392	14610837
1486	220544	14610962
1487	220718	14612525
1488	220872	14612714
1489	221029	14613156
1490	221179	14613116
1491	221312	14611949
1492	221420	14609129
1493	221581	14609856
1494	221741	14610481
1495	221927	14612792
1496	222073	14612487
1497	222227	14612707
